id,name,now_cost,position,team,yellow_cards,own_goals,influence_rank_type,direct_freekicks_order,selected_rank,form_rank,threat,cost_change_start,value_season,saves,transfers_out_event,expected_goals_per_90,ict_index_rank_type,in_dreamteam,selected_rank_type,corners_and_indirect_freekicks_order,expected_goal_involvements_per_90,expected_goal_involvements,transfers_out,form_rank_type,status,expected_goals,total_points,chance_of_playing_next_round,ict_index,clean_sheets,web_name,chance_of_playing_this_round,goals_conceded,points_per_game_rank,starts,goals_conceded_per_90,penalties_saved,expected_goals_conceded,influence_rank,expected_assists_per_90,region,news,expected_assists,bonus,ep_this,ep_next,news_added,minutes,starts_per_90,selected_by_percent,now_cost_rank_type,cost_change_event,points_per_game_rank_type,expected_goals_conceded_per_90,saves_per_90,cost_change_event_fall,dreamteam_count,event_points,threat_rank_type,transfers_in,goals_scored,threat_rank,can_select,penalties_missed,form,clean_sheets_per_90,assists,influence,ict_index_rank,creativity,penalties_order,creativity_rank_type,creativity_rank,points_per_game,bps,red_cards,cost_change_start_fall,value_form,now_cost_rank,transfers_in_event
47,Emiliano Martínez Romero,50,GKP,Aston Villa,1,0,13,,29,118,0.0,0,9.0,38,30446,0.0,13,False,4,,0.0,0.01,1102355,12,a,0.00,45,100.0,34.9,2,Martinez,100.0,24,147,16,1.55,1,18.66,38,0.0,10.0,,0.01,2,2.6,1.6,2024-12-02T00:00:07.797146Z,1395,1.03,12.1,8,0,24,1.2,2.45,0,1,2,67,955415,0,667,True,0,2.6,0.13,0,348.4,205,0.0,,69,671,2.8,174,0,0,0.5,192,18526
48,John McGinn,52,MID,Aston Villa,2,0,127,,224,71,147.0,-3,6.3,0,1965,0.17,80,False,70,,0.32,3.49,216975,34,a,1.87,33,100.0,49.8,3,McGinn,100.0,17,195,12,1.57,0,12.99,278,0.15,243.0,,1.62,1,3.6,2.6,2024-09-21T20:30:05.276348Z,976,1.11,0.8,95,0,84,1.2,0.0,0,0,6,69,71633,0,107,True,0,3.6,0.28,2,99.2,134,250.1,,46,59,2.4,140,0,3,0.7,159,2160
49,Tyrone Mings,44,DEF,Aston Villa,0,0,140,,448,335,12.0,-1,0.5,0,585,0.16,140,False,162,,0.17,0.17,10353,108,a,0.16,2,100.0,3.3,0,Mings,100.0,1,247,1,1.0,0,1.03,398,0.01,241.0,,0.01,0,0.4,-0.6,2024-08-05T15:00:04.309727Z,90,1.0,0.1,91,0,75,1.03,0.0,0,0,0,111,9958,0,331,True,0,0.4,0.0,0,20.6,408,0.7,,153,428,2.0,13,0,1,0.1,483,290
50,Kosta Nedeljković,39,DEF,Aston Villa,0,0,138,,211,408,0.0,-1,0.8,0,2045,0.0,142,False,84,,0.02,0.02,202035,141,a,0.00,3,,2.9,0,Nedeljkovic,,2,379,0,1.94,0,1.84,391,0.02,190.0,,0.02,0,0.0,-1.0,,93,0.0,0.9,233,-1,125,1.78,0.0,1,0,0,148,240329,0,421,True,0,0.0,0.0,0,22.2,412,6.3,,130,391,1.0,13,0,1,0.0,700,794
51,Robin Olsen,45,GKP,Aston Villa,0,0,34,,428,377,0.0,0,0.2,2,363,0.0,34,False,60,,0.0,0.00,10499,28,a,0.00,1,100.0,1.8,0,Olsen,100.0,1,407,0,2.0,0,0.79,404,0.0,206.0,,0.00,0,0.2,-0.8,2024-10-18T16:30:05.894923Z,45,0.0,0.1,14,0,36,1.58,4.0,0,0,0,55,7410,0,558,True,0,0.2,0.0,0,17.6,439,0.0,,62,578,1.0,3,0,0,0.0,364,175
52,Pau Torres,44,DEF,Aston Villa,1,0,61,,172,180,52.0,-1,6.4,0,5441,0.02,70,False,71,,0.04,0.61,228829,52,a,0.28,28,100.0,31.4,2,Pau,100.0,24,261,15,1.6,0,18.42,152,0.02,200.0,,0.33,0,1.8,0.8,2024-11-13T15:00:07.856081Z,1350,1.0,1.4,110,0,80,1.23,0.0,0,0,1,69,222749,0,234,True,0,1.8,0.13,0,210.6,224,50.8,,74,269,1.9,146,0,1,0.4,511,1188
53,Jacob Ramsey,54,MID,Aston Villa,1,0,126,,352,682,113.0,-1,4.1,0,498,0.1,108,False,119,,0.27,1.86,61462,308,i,0.69,22,0.0,33.7,0,Ramsey,0.0,14,227,7,1.99,0,9.42,277,0.17,241.0,Hamstring injury - Expected back 26 Dec,1.17,0,0.0,0.0,2024-11-10T23:00:07.265497Z,632,1.0,0.2,78,0,100,1.34,0.0,0,0,0,91,43596,0,138,True,0,0.0,0.0,2,99.4,211,122.1,,108,161,2.2,118,0,1,0.0,133,43
54,Morgan Rogers,53,MID,Aston Villa,4,0,27,,19,92,288.0,3,11.5,0,185304,0.21,22,False,5,,0.38,5.58,1817154,47,a,3.11,61,100.0,90.1,2,Rogers,100.0,19,61,16,1.3,0,16.23,82,0.17,241.0,,2.47,6,3.2,2.2,2024-11-04T00:00:07.298201Z,1311,1.1,19.5,89,-1,26,1.11,0.0,1,1,2,25,3020541,4,40,True,0,3.2,0.14,2,282.0,32,328.9,,30,36,3.8,202,0,-3,0.6,151,16316
55,Viljami Sinisalo,40,GKP,Aston Villa,0,0,54,,695,434,0.0,0,0.0,0,1,0.0,54,False,72,,0.0,0.00,63,47,u,0.00,0,0.0,0.0,0,Sinisalo,0.0,0,512,0,0.0,0,0.00,508,0.0,,Permanent transfer to Celtic,0.00,0,0.0,0.0,2024-07-18T09:43:21.242291Z,0,0.0,0.0,53,0,54,0.0,0.0,0,0,0,21,0,0,447,False,0,0.0,0.0,0,0.0,510,0.0,,31,486,0.0,0,0,0,0.0,626,0
56,Lino da Cruz Sousa,40,DEF,Aston Villa,0,0,193,,495,458,0.0,0,0.0,0,106,0.0,193,False,179,,0.0,0.00,17798,169,u,0.00,0,0.0,0.0,0,Sousa,0.0,0,535,0,0.0,0,0.00,530,0.0,,Loaned to  Bristol Rovers,0.00,0,0.0,0.0,2024-08-16T11:50:34.812830Z,0,0.0,0.1,194,0,191,0.0,0.0,0,0,0,175,0,0,472,False,0,0.0,0.0,0,0.0,532,0.0,,189,509,0.0,0,0,0,0.0,653,0
57,Youri Tielemans,55,MID,Aston Villa,3,0,13,,196,152,79.0,0,8.2,0,5692,0.09,17,False,58,1.0,0.32,4.81,214223,76,a,1.35,45,,99.7,2,Tielemans,,22,152,16,1.44,0,18.35,45,0.23,21.0,,3.46,5,2.2,1.2,,1374,1.05,1.1,63,0,65,1.2,0.0,0,0,3,113,225014,0,187,True,1,2.2,0.13,4,337.8,22,580.4,2.0,3,3,2.8,302,0,0,0.4,106,1211
58,Ollie Watkins,89,FWD,Aston Villa,0,0,7,,21,41,580.0,-1,8.8,0,172139,0.67,5,False,7,,0.76,9.50,4276607,7,a,8.42,78,100.0,105.5,4,Watkins,75.0,20,25,14,1.6,0,14.02,51,0.09,241.0,,1.08,11,3.4,3.6,2024-12-11T15:00:06.857766Z,1125,1.12,17.8,2,-1,9,1.12,0.0,1,3,1,3,2586002,7,6,True,0,4.6,0.32,3,324.8,20,161.8,1.0,12,122,4.9,272,0,1,0.5,8,10582
233,Amadou Onana,49,MID,Aston Villa,3,0,67,,112,386,168.0,-1,6.5,0,8438,0.2,94,False,33,,0.22,1.77,1384534,182,a,1.58,32,100.0,42.2,1,Onana,100.0,15,133,10,1.88,0,11.79,178,0.02,21.0,,0.19,5,0.2,-0.8,2024-11-21T08:30:08.977638Z,720,1.25,2.9,179,0,55,1.47,0.0,0,0,1,61,1423804,2,96,True,0,0.2,0.12,0,182.8,165,69.8,,142,228,2.9,149,0,1,0.0,272,872
569,Jaden Philogene,53,MID,Aston Villa,2,0,189,,525,300,45.0,-2,1.7,0,175,0.13,181,False,206,,0.18,0.63,8278,153,a,0.46,9,100.0,7.4,1,Jaden,100.0,5,463,2,1.38,0,4.73,405,0.05,241.0,,0.17,0,0.8,-0.2,2024-10-19T16:30:07.135033Z,325,0.55,0.0,90,0,224,1.31,0.0,0,0,0,139,3047,0,251,True,0,0.8,0.28,0,17.4,367,18.7,,189,337,0.8,18,1,2,0.2,152,93
598,Lamare Bogarde,40,DEF,Aston Villa,1,0,134,,319,460,2.0,0,0.5,0,646,0.0,135,False,119,,0.05,0.11,39802,171,a,0.00,2,,5.1,0,Bogarde,,5,469,3,2.11,0,2.13,372,0.05,152.0,,0.11,0,0.0,-1.0,,213,1.27,0.3,196,0,159,0.9,0.0,0,0,0,134,50984,0,386,True,0,0.0,0.0,0,31.8,396,17.8,,110,340,0.7,6,0,0,0.0,655,164
640,Sil Swinkels,40,DEF,Aston Villa,0,0,192,,474,457,0.0,0,0.0,0,171,0.0,192,False,173,,0.0,0.00,4992,168,a,0.00,0,,0.0,0,Swinkels,,0,534,0,0.0,0,0.00,529,0.0,152.0,,0.00,0,0.0,-1.0,,0,0.0,0.1,193,0,190,0.0,0.0,0,0,0,174,7336,0,471,True,0,0.0,0.0,0,0.0,531,0.0,,188,508,0.0,0,0,0,0.0,652,116
641,Oliwier Zych,40,GKP,Aston Villa,0,0,65,,237,461,0.0,0,0.0,0,1172,0.0,65,False,36,,0.0,0.00,32306,59,a,0.00,0,,0.0,0,Zych,,0,537,0,0.0,0,0.00,532,0.0,172.0,,0.00,0,0.0,-1.0,,0,0.0,0.7,65,0,65,0.0,0.0,0,0,0,33,80667,0,474,True,0,0.0,0.0,0,0.0,534,0.0,,43,511,0.0,0,0,0,0.0,656,221
656,Kadan Young,45,MID,Aston Villa,0,0,275,,336,593,0.0,0,0.0,0,1261,0.0,277,False,109,,0.0,0.00,32057,246,a,0.00,0,,0.0,0,Young,,0,640,0,0.0,0,0.00,633,0.0,241.0,,0.00,0,0.0,-1.0,,0,0.0,0.2,277,0,279,0.0,0.0,0,0,0,273,48651,0,615,True,0,0.0,0.0,0,0.0,635,0.0,,279,631,0.0,0,0,0,0.0,448,697
679,Ben Broggio,45,MID,Aston Villa,0,0,284,,665,606,0.0,0,0.0,0,61,0.0,286,False,294,,0.0,0.00,285,255,a,0.00,0,,0.0,0,Broggio,,0,653,0,0.0,0,0.00,647,0.0,241.0,,0.00,0,0.0,-1.0,,0,0.0,0.0,288,0,288,0.0,0.0,0,0,0,283,637,0,630,True,0,0.0,0.0,0,0.0,649,0.0,,288,645,0.0,0,0,0,0.0,464,66
59,Max Aarons,43,DEF,Bournemouth,0,0,162,,389,372,0.0,-2,0.2,0,364,0.0,160,False,141,,0.06,0.01,20396,129,a,0.00,1,,0.3,0,Aarons,,0,397,0,0.0,0,0.03,467,0.06,241.0,,0.01,0,0.2,0.2,,15,0.0,0.2,132,0,140,0.18,0.0,0,0,0,207,9516,0,520,True,0,0.2,0.0,0,1.4,466,1.3,,149,420,1.0,5,0,2,0.0,558,210
60,Tyler Adams,49,MID,Bournemouth,2,0,134,,598,224,39.0,-1,2.0,0,170,0.19,150,False,255,,0.21,0.88,2317,113,a,0.79,10,100.0,17.9,1,Adams,100.0,9,336,4,2.22,0,5.02,291,0.02,229.0,,0.09,0,1.4,1.4,2024-07-21T20:00:04.554690Z,365,0.99,0.0,163,0,159,1.24,0.0,0,0,1,145,3069,0,261,True,0,1.4,0.25,0,86.2,302,52.9,,164,263,1.4,50,0,1,0.3,255,127
61,Jaidon Anthony,45,MID,Bournemouth,0,0,243,,429,550,0.0,0,0.0,0,221,0.0,245,False,153,,0.0,0.00,43959,211,u,0.00,0,0.0,0.0,0,Anthony,0.0,0,601,0,0.0,0,0.00,594,0.0,,Season long loan to Burnley,0.00,0,0.0,0.0,2024-08-30T09:46:29.420148Z,0,0.0,0.1,235,0,247,0.0,0.0,0,0,0,241,8381,0,573,False,0,0.0,0.0,0,0.0,596,0.0,,247,591,0.0,0,0,0,0.0,391,0
62,David Brooks,49,MID,Bournemouth,1,0,157,,585,105,55.0,-1,3.7,0,177,0.29,152,False,244,,0.66,1.22,2422,51,a,0.54,18,100.0,17.2,0,Brooks,100.0,3,251,1,1.64,0,3.15,333,0.37,244.0,,0.68,1,2.8,2.8,2024-08-12T14:30:04.440536Z,165,0.55,0.0,155,0,112,1.72,0.0,0,0,1,127,3145,1,228,True,0,2.8,0.0,1,60.4,305,62.5,,151,242,2.0,59,0,1,0.6,242,92
63,Ryan Christie,49,MID,Bournemouth,5,0,50,,421,166,135.0,-1,6.7,0,416,0.07,57,False,148,4.0,0.21,2.41,30041,81,a,0.83,33,100.0,62.1,4,Christie,100.0,15,218,13,1.3,0,13.95,144,0.14,243.0,,1.58,1,2.0,2.0,2024-11-09T20:00:07.258668Z,1041,1.12,0.1,157,0,94,1.21,0.0,0,0,3,77,18907,1,118,True,0,2.0,0.35,0,220.6,93,263.6,,38,50,2.2,202,0,1,0.4,246,209
64,Lewis Cook,50,MID,Bournemouth,4,0,18,2.0,368,247,71.0,0,8.4,0,1104,0.04,37,False,128,1.0,0.18,2.46,42686,126,a,0.56,42,100.0,73.3,1,Cook,100.0,19,148,14,1.35,0,18.88,58,0.14,241.0,,1.90,2,1.2,1.2,2024-11-30T22:00:07.304760Z,1266,1.0,0.2,120,0,62,1.34,0.0,0,0,2,119,49545,1,204,True,0,1.2,0.07,3,312.8,59,349.5,,25,29,2.8,241,0,0,0.2,195,194
65,Enes Ünal,54,FWD,Bournemouth,1,0,26,4.0,422,60,153.0,-1,5.2,0,1007,0.93,29,False,61,,0.99,2.33,11072,11,a,2.19,28,100.0,28.5,1,Enes Ünal,100.0,3,225,1,1.27,0,4.93,282,0.06,219.0,,0.14,4,4.0,4.0,2024-08-12T14:30:04.450058Z,213,0.42,0.1,38,0,30,2.08,0.0,0,0,8,29,19124,2,102,True,0,4.0,0.42,1,97.8,241,40.8,,31,284,2.2,88,0,1,0.7,129,4314
66,Romain Faivre,50,MID,Bournemouth,0,0,307,,659,663,0.0,0,0.0,0,1,0.0,307,False,292,,0.0,0.00,1421,299,u,0.00,0,0.0,0.0,0,Faivre,0.0,0,680,0,0.0,0,0.00,679,0.0,,Loaned to Brest,0.00,0,0.0,0.0,2024-08-20T12:15:06.505689Z,0,0.0,0.0,138,0,307,0.0,0.0,0,0,0,305,23,0,672,False,0,0.0,0.0,0,0.0,679,0.0,,307,676,0.0,0,0,0,0.0,217,0
67,Hamed Traorè,45,MID,Bournemouth,0,0,242,,506,549,0.0,0,0.0,0,72,0.0,244,False,194,,0.0,0.00,18469,210,u,0.00,0,0.0,0.0,0,H.Traorè,0.0,0,600,0,0.0,0,0.00,593,0.0,,Season long loan to A.J.Auxerre,0.00,0,0.0,0.0,2024-08-29T11:07:43.785266Z,0,0.0,0.1,234,0,246,0.0,0.0,0,0,0,240,3525,0,572,False,0,0.0,0.0,0,0.0,595,0.0,,246,590,0.0,0,0,0,0.0,387,0
68,James Hill,39,DEF,Bournemouth,0,0,163,,274,357,0.0,-1,0.3,0,1230,0.0,164,False,102,,0.0,0.00,31672,116,a,0.00,1,,0.1,0,Hill,,0,376,0,0.0,0,0.09,469,0.0,241.0,,0.00,0,0.2,0.2,,4,0.0,0.4,227,0,122,2.02,0.0,0,0,0,143,33599,0,413,True,0,0.2,0.0,0,1.0,474,0.0,,163,456,1.0,3,0,1,0.1,691,2095
69,Daniel Jebbison,45,FWD,Bournemouth,0,0,46,,202,584,2.0,0,0.4,0,2176,0.0,45,False,36,,0.0,0.00,473100,52,u,0.00,2,0.0,1.6,0,Jebbison,0.0,0,413,0,0.0,0,0.34,454,0.0,,Loaned to Watford,0.00,0,0.0,0.0,2024-08-31T06:32:40.630710Z,26,0.0,1.0,69,0,41,1.18,0.0,0,0,0,47,380085,0,395,False,0,0.0,0.0,0,3.2,443,10.6,,42,366,1.0,7,0,0,0.0,439,0
70,Milos Kerkez,47,DEF,Bournemouth,2,0,29,,68,56,87.0,2,10.6,0,17978,0.02,15,False,24,,0.11,1.60,127899,16,a,0.26,50,100.0,64.0,2,Kerkez,100.0,21,112,16,1.38,0,19.80,80,0.09,98.0,,1.34,5,4.0,4.0,2024-11-21T08:30:08.632085Z,1367,1.05,5.8,47,1,31,1.3,0.0,-1,1,2,37,703312,1,176,True,0,4.0,0.13,2,285.8,87,266.5,,10,49,3.1,206,0,-2,0.9,343,27046
71,Justin Kluivert,55,MID,Bournemouth,4,0,23,,83,14,385.0,0,11.8,0,54128,0.48,20,False,25,,0.58,6.32,195391,11,a,5.23,65,,93.2,6,Kluivert,,14,42,13,1.29,0,12.57,68,0.1,152.0,,1.09,5,6.0,6.0,,976,1.2,4.3,70,0,17,1.16,0.0,0,2,3,13,611408,5,25,True,0,6.0,0.55,2,293.4,27,253.1,1.0,45,57,4.1,217,0,0,1.1,115,16437
72,Chris Mepham,44,DEF,Bournemouth,0,0,223,,564,515,0.0,-1,0.0,0,21,0.0,223,False,197,,0.0,0.00,6041,213,u,0.00,0,0.0,0.0,0,Mepham,0.0,0,574,0,0.0,0,0.00,567,0.0,,On loan to Sunderland for the season,0.00,0,0.0,0.0,2024-09-01T09:10:00.945219Z,0,0.0,0.0,105,0,223,0.0,0.0,0,0,0,217,287,0,534,False,0,0.0,0.0,0,0.0,569,0.0,,222,558,0.0,0,0,1,0.0,500,0
74,Dango Ouattara,50,MID,Bournemouth,0,0,52,,527,81,235.0,0,7.8,0,391,0.5,54,False,207,,0.69,4.67,5387,41,a,3.37,39,100.0,63.0,1,O.Dango,100.0,6,122,5,0.89,0,8.81,146,0.19,35.0,,1.30,4,3.4,3.4,2024-11-01T16:30:07.369192Z,606,0.74,0.0,146,0,52,1.31,0.0,0,1,2,35,5972,2,57,True,0,3.4,0.15,2,220.0,88,176.1,,76,102,3.0,155,0,0,0.7,229,162
75,Alex Paulsen,40,GKP,Bournemouth,0,0,64,,584,451,0.0,0,0.0,0,29,0.0,64,False,69,,0.0,0.00,2454,58,u,0.00,0,0.0,0.0,0,Paulsen,0.0,0,528,0,0.0,0,0.00,524,0.0,,Loaned to Auckland FC,0.00,0,0.0,0.0,2024-08-10T12:14:13.050842Z,0,0.0,0.0,64,0,64,0.0,0.0,0,0,0,32,0,0,464,False,0,0.0,0.0,0,0.0,526,0.0,,42,503,0.0,0,0,0,0.0,645,0
76,Philip Billing,48,MID,Bournemouth,0,0,172,3.0,518,290,16.0,-2,1.2,0,136,0.46,162,False,202,,1.71,1.23,8684,148,a,0.33,6,100.0,11.9,0,Philip,100.0,2,426,0,2.77,0,1.76,370,1.25,58.0,,0.90,0,0.8,0.8,2024-08-29T09:30:04.570455Z,65,0.0,0.0,196,0,201,2.44,0.0,0,0,1,175,4961,0,321,True,0,0.8,0.0,0,35.0,333,68.3,,143,229,1.0,32,0,2,0.2,295,73
77,Alex Scott,47,MID,Bournemouth,0,0,145,,560,625,21.0,-3,2.3,0,44,0.04,157,False,226,,0.1,0.29,5790,269,i,0.12,11,0.0,15.8,1,Scott,0.0,3,332,2,1.05,0,3.67,313,0.06,241.0,Knee injury - Unknown return date,0.17,0,0.0,0.0,2024-10-25T09:00:05.962917Z,258,0.7,0.0,221,0,155,1.28,0.0,0,0,0,165,2316,0,300,True,0,0.0,0.35,0,71.0,314,65.5,,147,235,1.4,54,0,3,0.0,341,7
78,Antoine Semenyo,57,MID,Bournemouth,5,0,24,,65,192,536.0,2,9.6,0,63003,0.32,13,False,20,,0.48,6.85,1614038,97,a,4.55,55,100.0,110.9,3,Semenyo,100.0,18,72,15,1.25,0,18.07,74,0.16,81.0,,2.30,4,1.8,1.8,2024-11-13T14:00:07.717891Z,1298,1.04,6.3,60,0,33,1.25,0.0,0,1,3,4,2105419,4,7,True,0,1.8,0.21,1,291.0,17,288.5,,36,46,3.7,221,0,-2,0.3,96,6445
79,Marcos Senesi,47,DEF,Bournemouth,4,0,59,,276,342,29.0,-3,4.5,0,4160,0.08,64,False,103,,0.12,1.25,127720,111,i,0.81,21,0.0,33.1,1,Senesi,0.0,15,264,11,1.47,0,12.04,143,0.04,10.0,Thigh injury - Expected back 01 Apr,0.44,3,0.0,0.0,2024-12-06T10:30:07.568268Z,917,1.08,0.4,43,-1,82,1.18,0.0,1,1,0,86,66173,0,280,True,0,0.4,0.1,0,221.0,214,78.7,,52,209,1.9,82,0,3,0.1,332,21
80,Luis Sinisterra,49,MID,Bournemouth,0,0,129,,415,641,177.0,-1,3.9,0,339,0.48,101,False,147,,0.88,2.00,79426,281,i,1.09,19,0.0,37.2,0,Sinisterra,0.0,3,191,1,1.33,0,3.48,280,0.4,48.0,Hamstring injury - Unknown return date,0.91,2,0.0,0.0,2024-10-25T09:00:05.974870Z,203,0.44,0.1,170,0,80,1.54,0.0,0,1,0,54,68158,1,87,True,0,0.0,0.0,1,98.4,193,96.3,,119,186,2.4,75,0,1,0.0,262,8
81,Adam Smith,45,DEF,Bournemouth,3,0,96,,341,88,8.0,0,7.6,0,686,0.05,97,False,126,,0.06,0.69,24306,23,a,0.60,34,,18.2,3,Smith,,13,231,11,1.19,0,11.49,255,0.01,241.0,,0.09,0,3.2,3.2,,987,1.0,0.2,58,0,69,1.05,0.0,0,0,6,121,24398,0,352,True,0,3.2,0.27,0,116.2,299,57.3,,65,251,2.1,90,0,0,0.7,358,948
83,Marcus Tavernier,55,MID,Bournemouth,2,0,34,1.0,321,100,275.0,0,8.7,0,5723,0.32,18,False,103,2.0,0.49,6.22,88518,50,i,4.09,48,0.0,97.1,3,Tavernier,0.0,16,101,13,1.27,0,14.02,93,0.17,241.0,Hamstring injury - Unknown return date,2.13,2,0.0,0.0,2024-12-12T12:00:08.312511Z,1138,1.03,0.3,66,0,43,1.11,0.0,0,0,0,29,89976,1,46,True,0,3.0,0.24,4,263.2,24,433.6,,13,14,3.2,187,0,0,0.5,110,60
84,Mark Travers,44,GKP,Bournemouth,0,0,27,,400,517,0.0,-1,2.3,12,345,0.0,27,False,58,,0.0,0.01,16314,70,a,0.00,10,,9.4,0,Travers,,3,85,3,1.0,0,4.15,284,0.0,104.0,,0.01,1,0.0,0.0,,270,1.0,0.2,22,0,13,1.38,4.0,0,0,0,51,11992,0,536,True,0,0.0,0.0,0,94.6,352,0.0,,59,560,3.3,38,0,1,0.0,503,181
85,Illia Zabarnyi,44,DEF,Bournemouth,2,0,30,,273,116,21.0,-1,8.0,0,1249,0.03,57,False,101,,0.04,0.57,48203,28,a,0.42,35,,36.9,2,Zabarnyi,,21,214,16,1.31,0,20.12,81,0.01,225.0,,0.15,2,2.6,2.6,,1440,1.0,0.4,114,0,65,1.26,0.0,0,0,2,95,48123,0,298,True,0,2.6,0.12,0,282.2,195,63.1,,62,240,2.2,175,0,1,0.6,517,1470
152,Kepa Arrizabalaga,45,GKP,Bournemouth,1,0,17,,203,103,0.0,0,7.3,35,4065,0.0,15,False,29,,0.0,0.00,103428,8,a,0.00,33,100.0,26.6,2,Arrizabalaga,100.0,16,120,11,1.45,0,13.06,100,0.0,200.0,,0.00,1,2.8,2.8,2024-10-26T20:00:07.229572Z,990,1.0,1.0,13,0,20,1.19,3.18,0,0,2,54,160838,0,557,True,0,2.8,0.18,0,257.2,248,10.1,,3,370,3.0,129,0,0,0.6,362,5576
580,Dean Huijsen,43,DEF,Bournemouth,1,0,72,,233,49,63.0,-2,6.0,0,2659,0.14,67,False,87,,0.2,1.20,14695,13,a,0.83,26,,32.2,1,Huijsen,,6,161,5,1.04,0,8.71,186,0.06,200.0,,0.37,3,4.2,4.2,,520,0.87,0.7,143,0,44,1.51,0.0,0,1,2,59,75789,1,216,True,0,4.2,0.17,0,177.8,217,81.2,,51,208,2.6,98,0,2,1.0,571,8580
592,Julián Araujo Zúñiga,43,DEF,Bournemouth,1,0,130,,407,502,2.0,-2,1.9,0,293,0.0,136,False,149,,0.01,0.04,21959,205,i,0.00,8,0.0,5.1,0,J.Araujo,0.0,7,398,5,1.79,0,6.95,363,0.01,139.0,Hamstring injury - Unknown return date,0.04,0,0.0,0.0,2024-11-21T11:30:08.788295Z,352,1.28,0.1,135,0,141,1.78,0.0,0,0,0,138,10786,0,390,True,0,0.0,0.0,0,40.0,397,7.9,,125,384,1.0,11,0,2,0.0,561,8
599,Will Dennis,40,GKP,Bournemouth,0,0,58,,298,440,0.0,0,0.0,0,446,0.0,58,False,46,,0.0,0.00,24930,52,a,0.00,0,,0.0,0,Dennis,,0,517,0,0.0,0,0.00,513,0.0,241.0,,0.00,0,0.0,0.0,,0,0.0,0.4,58,0,58,0.0,0.0,0,0,0,26,33410,0,453,True,0,0.0,0.0,0,0.0,515,0.0,,36,492,0.0,0,0,0,0.0,632,216
617,Francisco Evanilson de Lima Barbosa,61,FWD,Bournemouth,0,0,19,,84,62,449.0,1,10.7,0,44474,0.48,11,False,15,,0.56,6.88,277831,12,a,5.87,65,,81.7,6,Evanilson,,16,36,14,1.3,0,13.38,156,0.08,30.0,,1.01,10,4.0,4.0,,1108,1.14,4.3,22,0,12,1.09,0.0,0,1,2,6,725025,4,13,True,1,4.0,0.49,4,202.0,45,170.9,2.0,9,109,4.3,238,0,-1,0.7,76,11734
680,Max Kinsey,40,DEF,Bournemouth,0,0,188,,620,453,0.0,0,0.0,0,126,0.0,188,False,211,,0.0,0.00,449,164,a,0.00,0,,0.0,0,Kinsey,,0,530,0,0.0,0,0.00,525,0.0,241.0,,0.00,0,0.0,0.0,,0,0.0,0.0,188,0,186,0.0,0.0,0,0,0,169,1364,0,466,True,0,0.0,0.0,0,0.0,527,0.0,,184,504,0.0,0,0,0,0.0,647,230
687,Ben Winterburn,45,MID,Bournemouth,0,0,289,,663,613,0.0,0,0.0,0,59,0.0,291,False,293,,0.0,0.00,258,261,a,0.00,0,,0.0,0,Winterburn,,0,659,0,0.0,0,0.00,653,0.0,241.0,,0.00,0,0.0,0.0,,0,0.0,0.0,294,0,293,0.0,0.0,0,0,0,288,690,0,636,True,0,0.0,0.0,0,0.0,655,0.0,,293,651,0.0,0,0,0,0.0,471,92
86,Kristoffer Ajer,44,DEF,Brentford,3,0,107,,358,374,49.0,-1,1.8,0,248,0.04,98,False,130,,0.08,0.57,53231,131,a,0.28,8,100.0,18.0,0,Ajer,100.0,13,449,8,1.8,0,12.14,303,0.04,161.0,,0.29,0,-0.3,0.2,2024-10-26T20:00:07.058865Z,651,1.11,0.2,94,0,149,1.68,0.0,0,0,1,73,31242,0,243,True,0,0.2,0.0,0,76.2,300,54.9,,68,260,0.9,27,0,1,0.0,488,367
87,Ethan Brierley,45,MID,Brentford,0,0,257,,471,571,0.0,0,0.0,0,192,0.0,259,False,174,,0.0,0.00,11292,226,a,0.00,0,100.0,0.0,0,Brierley,100.0,0,621,0,0.0,0,0.00,614,0.0,,,0.00,0,-0.5,0.0,2024-09-10T11:15:13.439596Z,0,0.0,0.1,252,0,261,0.0,0.0,0,0,0,255,9581,0,596,True,0,0.0,0.0,0,0.0,616,0.0,,261,612,0.0,0,0,0,0.0,421,68
88,Nathan Collins,45,DEF,Brentford,2,0,1,,118,66,199.0,0,10.7,0,6310,0.12,6,False,49,,0.18,2.93,237741,17,a,1.90,48,,77.3,1,Collins,,30,121,16,1.88,0,28.13,8,0.06,104.0,,1.03,1,3.3,3.8,,1440,1.0,2.5,74,0,33,1.76,0.0,0,1,1,4,430792,2,71,True,0,3.8,0.06,4,497.0,52,76.9,,55,217,3.0,201,0,0,0.8,388,13136
89,Mikkel Damsgaard,50,MID,Brentford,0,0,11,3.0,183,59,171.0,0,12.0,0,11675,0.12,26,False,51,1.0,0.33,4.04,104346,29,a,1.52,60,100.0,86.8,3,Damsgaard,100.0,19,58,13,1.56,0,21.15,40,0.21,58.0,,2.52,6,3.5,4.0,2024-10-12T11:00:07.165630Z,1098,1.07,1.3,137,0,24,1.73,0.0,0,0,2,56,232279,2,91,True,0,4.0,0.25,4,346.4,36,349.4,,26,30,3.8,273,0,0,0.8,216,6480
